username,user_id,role_cd,time_zone,location_cd,country_cd
2245LLeblanc,171197,REST_MGR,America/Halifax,187,CA
0194HSingh,1804849,ASSOCIATE,America/Toronto,194,CA
0162SJayakody,196516,ASSOCIATE,America/Toronto,201,CA
208anson,1711633,ASSOCIATE,America/Edmonton,208,CA
0237MSzpakowski,1082594,ASSOCIATE,America/Halifax,237,CA
0251MColumbus,1708493,ASSOCIATE,America/Toronto,251,CA
0287jlarocque,1162672,ASSOCIATE,America/Toronto,287,CA
0294MWilkinson,1815289,ASSOCIATE,America/Halifax,294,CA
0301SCohmer,118686,MUM,America/Toronto,301,CA
337Lucie,1730318,ASSOCIATE,America/Montreal,337,CA
0384ASlowski,1068031,ASSOCIATE,America/Regina,344,CA
JCain351,1614724,ASSOCIATE,America/Halifax,351,CA
387medwards,1744857,ASSOCIATE,America/St_Johns,387,CA
0437kalbert,1503379,SHIFT_LDR,America/Moncton,437,CA
0444AKaur,1809040,ASSOCIATE,America/Edmonton,444,CA
0451alisam,1156297,ASSOCIATE,America/Toronto,451,CA
487RobinMI,1382110,ASSOCIATE,America/Halifax,487,CA
0494MNewman,170187,ASSOCIATE,America/St_Johns,494,CA
0501JDGagne,1817204,ASSOCIATE,America/Montreal,501,CA
0537FHaque,151543,ASSOCIATE,America/Toronto,537,CA
0544cbeland,1817672,ASSOCIATE,America/Montreal,544,CA
1503SHarrison,177539,REST_MGR,America/Toronto,551,CA
0587svergara,1819591,ASSOCIATE,America/Regina,587,CA
0594RGardiner,27013,ASSOCIATE,America/Edmonton,594,CA
637javierc,1739350,ASSOCIATE,America/Montreal,637,CA
3139jlabelle,1078229,ASSOCIATE,America/Toronto,644,CA
2103SRani,1743496,ASSOCIATE,America/Edmonton,680,CA
3478khaggerty,1103984,SHIFT_LDR,America/Toronto,687,CA
KM0694,1750593,ASSOCIATE,America/Toronto,694,CA
0701kristenb,23524,ASSOCIATE,America/Toronto,701,CA
0730 CGJones,1820069,ASSOCIATE,America/Montreal,730,CA
0532Rlorenzo,1118908,MUM,America/Toronto,737,CA
0744AKaur1994,1696440,ASSOCIATE,America/Toronto,744,CA
1753Manderson,117538,SHIFT_LDR,America/Halifax,787,CA
Hrpi,1747927,ASSOCIATE,America/Halifax,794,CA
0837neel,1582954,ASSOCIATE,America/Toronto,837,CA
0844AWalt,1814989,ASSOCIATE,America/Toronto,844,CA
1812ldavis,278126,REST_MGR,America/Toronto,887,CA
0930Fernando,1763680,ASSOCIATE,America/Toronto,930,CA
0937BWiebe,187773,SHIFT_LDR,America/Toronto,937,CA
0980PWinston,1542460,ASSOCIATE,America/Toronto,980,CA
nathaliem987,1672893,ASSOCIATE,America/Montreal,987,CA
0994Pjulien,1818078,ASSOCIATE,America/Montreal,994,CA
0223TFletcher,141055,ASSISTANT_MGR,America/Toronto,1030,CA
1044mblanco,1819327,ASSOCIATE,America/Vancouver,1044,CA
1080BZoet,189814,ASSOCIATE,America/Toronto,1080,CA
1137hpreet,1765515,ASSOCIATE,America/Toronto,1137,CA
1253DMohabir,116822,REST_MGR,America/Toronto,1144,CA
1173jacobt,1761520,ASSOCIATE,America/Montreal,1173,CA
1180Nathan,1642906,ASSOCIATE,America/St_Johns,1180,CA
1187jsalonga,1518298,ASSOCIATE,America/Edmonton,1187,CA
MWhite1717,1402213,ASSOCIATE,America/Halifax,1194,CA
1237SGhaney,1804474,ASSOCIATE,America/St_Johns,1237,CA
1763AMANPREET2,1426388,ASSOCIATE,America/Toronto,1273,CA
1287MStoehr,1798837,ASSOCIATE,America/Toronto,1287,CA
3377ashleycummins,1209823,ASSOCIATE,America/Edmonton,1323,CA
1330sukhdeep,1822766,ASSOCIATE,America/Edmonton,1330,CA
jeanniew,1344892,ASSOCIATE,America/Toronto,1337,CA
1373POsborne,1725980,ASSOCIATE,America/Toronto,1373,CA
1380NAVJOT,1605633,ASSOCIATE,America/Toronto,1380,CA
0142PIrwin,1692482,ASSOCIATE,America/Toronto,1387,CA
1430jessica,1547065,ASSOCIATE,America/Moncton,1430,CA
LCroft,1806020,ASSOCIATE,America/Toronto,1437,CA
1473jcampbell,1801634,ASSOCIATE,America/Halifax,1473,CA
1523Julianna,1763458,ASSOCIATE,America/Halifax,1523,CA
1530parneet,1717804,ASSOCIATE,America/Toronto,1530,CA
1537AHAdair,1765868,ASSOCIATE,America/Toronto,1537,CA
1573DLane,1702686,ASSOCIATE,America/Toronto,1573,CA
1580jreid,1803889,ASSOCIATE,America/Toronto,1580,CA
1587jjasmeen,1707540,ASSOCIATE,America/Toronto,1587,CA
1623ivillacorta,1782887,ASSOCIATE,America/Toronto,1623,CA
kunal1630,1711105,ASSOCIATE,America/Halifax,1630,CA
1637ecatunto,1816726,ASSOCIATE,America/Toronto,1637,CA
abhaypatial13,1729228,ASSOCIATE,America/Toronto,1666,CA
1673DKing,1781601,ASSOCIATE,America/Toronto,1673,CA
kayla1716,1687847,ASSOCIATE,America/Halifax,1716,CA
1723d'janel,1821799,ASSOCIATE,America/Toronto,1723,CA
ffrech,1011991,ASSISTANT_MGR,America/Toronto,25,CA
0034mmckinnon,1817739,ASSOCIATE,America/Toronto,34,CA
nicoled1257,14403,REST_MGR,America/Toronto,59,CA
0198RRahul,1804853,ASSOCIATE,America/Halifax,93,CA
1332SHATFIELD,160977,ASSOCIATE,America/Halifax,102,CA
0127CYNTHIA,1818018,ASSOCIATE,America/Montreal,127,CA
0136khatt,1009261,ASSOCIATE,America/Halifax,136,CA
Urszula195S,1720886,ASSOCIATE,America/Toronto,195,CA
0200RThiru,193401,ASSOCIATE,America/Toronto,200,CA
225AGoodfriend,1768859,ASSOCIATE,America/Toronto,225,CA
angcormier,277032,ASSOCIATE,America/Moncton,234,CA
268Sdavidson,1822670,ASSOCIATE,America/Toronto,268,CA
0293tlavallee,1291018,ASSOCIATE,America/Toronto,293,CA
0302stephd,1765514,ASSOCIATE,America/Toronto,302,CA
2446mromero,29431,ASSOCIATE,America/Edmonton,361,CA
0404harjot,1814364,ASSOCIATE,America/Toronto,404,CA
0429DEngel,264808,SHIFT_LDR,America/Toronto,429,CA
0468fingebrigtsen,1773610,ASSOCIATE,America/Toronto,468,CA
0493m-joseecomeau,1113585,ASSOCIATE,America/Moncton,493,CA
smason,1774495,ASSOCIATE,America/Toronto,502,CA
527mmcdowell,1257011,ASSOCIATE,America/Toronto,527,CA
0536keran,1801186,ASSOCIATE,America/Toronto,536,CA
0561EVaughan,197976,ASSOCIATE,America/Toronto,561,CA
0570CLabelle,1773963,ASSOCIATE,America/Toronto,570,CA
0604AShuetze,26133,ASSOCIATE,America/Toronto,604,CA
0629rhonel,1802720,ASSOCIATE,America/Toronto,629,CA
2633CLittle,151057,SHIFT_LDR,America/Moncton,638,CA
663rsimard,1485867,ASSOCIATE,America/Montreal,663,CA
0668KGalley,175605,ASSOCIATE,America/Moncton,668,CA
0693marcuselijahrubio,1758144,ASSOCIATE,America/Toronto,693,CA
0702GOWRY,215772,SHIFT_LDR,America/Toronto,702,CA
0727EDodge,1817500,ASSOCIATE,America/Halifax,727,CA
1807JNoble,100759,ASSISTANT_MGR,America/Toronto,736,CA
761hager,1764282,ASSOCIATE,America/Toronto,761,CA
0770EMowat,155548,ASSOCIATE,America/Toronto,770,CA
harsimranaujla,1696972,ASSOCIATE,America/Toronto,795,CA
0838lko,1521086,ASSOCIATE,America/Edmonton,838,CA
2053gurpreet,1558354,SHIFT_LDR,America/Vancouver,863,CA
0872maari,1682145,ASSOCIATE,America/Halifax,872,CA
IqraAb,1667266,ASSOCIATE,America/Toronto,902,CA
0927Varun,1773257,ASSOCIATE,America/Toronto,927,CA
0936jschooley,1571342,ASSOCIATE,America/Toronto,936,CA
NancyRoberts,1814875,ASSOCIATE,America/Toronto,961,CA
0914rahman,1522751,ASSOCIATE,America/Toronto,970,CA
995JZITO,1812980,ASSOCIATE,America/Toronto,995,CA
1387TBartz,1741772,ASSOCIATE,America/Toronto,1004,CA
1029mrajdeep,1749315,ASSOCIATE,America/Montreal,1029,CA
1038alexisdemers,1688444,ASSOCIATE,America/Toronto,1038,CA
1063Jcrockett,1743054,ASSOCIATE,America/Edmonton,1063,CA
1097Nise,1463498,ASSOCIATE,America/Edmonton,1097,CA
WClattenburg1106,1793828,ASSOCIATE,America/Halifax,1106,CA
stephent12345,1654834,REST_MGR,America/St_Johns,1131,CA
01136lsergerie,1774371,ASSOCIATE,America/Montreal,1136,CA
1161RMcvey,1610441,ASSOCIATE,America/Halifax,1161,CA
1170Hillary,1788220,ASSOCIATE,America/Toronto,1170,CA
1195jkaur,1521356,ASSOCIATE,America/Vancouver,1195,CA
1229aurelie,1719621,ASSOCIATE,America/Montreal,1229,CA
1238CZerjavic,1773038,ASSOCIATE,America/Toronto,1238,CA
1263DLarabie,1550121,ASSOCIATE,America/Toronto,1263,CA
1272ECarter,1772859,ASSOCIATE,America/Toronto,1272,CA
1297dkumar,1518299,ASSOCIATE,America/Edmonton,1297,CA
1331CJohnston,1588009,ASSOCIATE,America/Toronto,1331,CA
1340DWeir,1792183,ASSOCIATE,America/Toronto,1340,CA
1365Sperry,1689991,ASSOCIATE,America/Toronto,1365,CA
3447SWingert,291065,REST_MGR,America/Edmonton,1370,CA
1404tsmyth,1738390,ASSOCIATE,America/Toronto,1404,CA
1429mbrown,1549460,REST_MGR,America/Toronto,1429,CA
1463GKramat,1585559,ASSOCIATE,America/Toronto,1463,CA
1497AIvory,1768065,ASSOCIATE,America/Toronto,1497,CA
211Carrisonp,1586736,ASSOCIATE,America/Toronto,1506,CA
2290rushi,1705122,ASSOCIATE,America/Toronto,1531,CA
1540joseph,1569841,ASSOCIATE,America/Toronto,1540,CA
1565acarrera,1753675,ASSOCIATE,America/Toronto,1565,CA
1574Jdelbarrio,1435235,ASSOCIATE,America/Toronto,1574,CA
3159TMcGill,1701099,ASSOCIATE,America/Toronto,1604,CA
1629HPorter,1607363,ASSOCIATE,America/Toronto,1629,CA
1638GMallard,167770,ASSOCIATE,America/St_Johns,1638,CA
1663FYarwood,1659773,ASSOCIATE,America/Edmonton,1663,CA
1672Harpreet,1790353,ASSOCIATE,America/Toronto,1672,CA
1697BdelaCruz,1705095,ASSOCIATE,America/Edmonton,1697,CA
1706CBurrows,1789637,ASSOCIATE,America/Halifax,1706,CA
1731kwon,1706123,ASSOCIATE,America/Toronto,1731,CA
1740HSangha,1783784,ASSOCIATE,America/Toronto,1740,CA
1774JULINA,1696042,ASSOCIATE,America/Toronto,1774,CA
1799ShreyaPrasad,1821866,ASSOCIATE,America/Toronto,1799,CA
0941JRose,271497,ASSISTANT_MGR,America/Toronto,6,CA
0023maegan,1821746,ASSOCIATE,America/Toronto,23,CA
0087BSanchez,190686,ASSOCIATE,America/Vancouver,87,CA
104CRea,1730264,ASSOCIATE,America/Toronto,104,CA
0121LWelch,116286,SHIFT_LDR,America/Winnipeg,121,CA
LIAMLEFORT,1818562,ASSOCIATE,America/Montreal,155,CA
3673VAudy,103854,ASSOCIATE,America/Montreal,189,CA
206JTruelove,1809702,ASSOCIATE,America/Toronto,206,CA
0223LKelly,218159,ASSOCIATE,America/Toronto,223,CA
240Analyn,1781136,ASSOCIATE,America/Edmonton,240,CA
0257nwilliams,282276,MUM,America/Edmonton,257,CA
0321Jessica,1768740,ASSOCIATE,America/Toronto,321,CA
0338DBUTTINEAU,1304476,ASSOCIATE,America/Toronto,338,CA
05886GMenard,1812920,ASSOCIATE,America/Montreal,355,CA
2712LBuzzi,1187041,ASSOCIATE,America/Toronto,389,CA
0406Juliagreen,1763392,SHIFT_LDR,America/Montreal,406,CA
DEANNABURTT,1126944,ASSOCIATE,America/Moncton,423,CA
0457MonikaR,1809576,ASSOCIATE,America/Toronto,457,CA
3599Jeff,1309825,ASSOCIATE,America/Toronto,474,CA
0508payton,1767498,ASSOCIATE,America/Toronto,508,CA
525JOSHUA,1426031,ASSOCIATE,America/Toronto,525,CA
542gupreetkaur,1715098,ASSOCIATE,America/Toronto,542,CA
0555AAugustine,1376571,REST_MGR,America/Halifax,555,CA
623EMFerguson,1797998,ASSOCIATE,America/Toronto,623,CA
0640jacobg2,1325936,SHIFT_LDR,America/Edmonton,640,CA
0657EBeers,1703066,ASSOCIATE,America/Toronto,657,CA
1933kthivierge,1276461,ASSOCIATE,America/Toronto,674,CA
0691mrosales,1768562,ASSOCIATE,America/Toronto,691,CA
0708ZDuquette,1573271,ASSOCIATE,America/Toronto,708,CA
0725rmnarboneta,1772449,ASSOCIATE,America/Edmonton,725,CA
742samuel,1550811,ASSOCIATE,America/Montreal,742,CA
0759FBourassa,1799604,ASSOCIATE,America/Montreal,759,CA
0363CMarshall,1237180,ASSOCIATE,America/St_Johns,776,CA
0806HSingh,1807265,ASSOCIATE,America/Vancouver,806,CA
0823CGBulac,1345306,ASSOCIATE,America/Toronto,823,CA
840BQ840,1798289,ASSOCIATE,America/Moncton,840,CA
0857DLefebvre,1236211,SHIFT_LDR,America/Toronto,857,CA
0925mnault,1818978,ASSOCIATE,America/Montreal,925,CA
0942LCody,160514,ASSOCIATE,America/Montreal,942,CA
0959XVAlea,1797320,ASSOCIATE,America/St_Johns,959,CA
0976mary,1438173,ASSOCIATE,America/Regina,976,CA
0993Lindsey,1810133,ASSOCIATE,America/Toronto,993,CA
1006MeganRamey,1329469,SHIFT_LDR,America/Toronto,1006,CA
1023Junebug,1800353,SHIFT_LDR,America/Toronto,1023,CA
1040MHolt,1490912,ASSOCIATE,America/Toronto,1040,CA
1074AMAN3,1784405,ASSOCIATE,America/Winnipeg,1074,CA
0630GNault,145797,SHIFT_LDR,America/Toronto,1091,CA
711lrousell,1542445,REST_MGR,America/Vancouver,1142,CA
1159NCORMIER,1213398,ASSOCIATE,America/Montreal,1159,CA
1227SGaumont,1415305,MUM,America/Toronto,1227,CA
1240kbergeron,1139882,ASSOCIATE,America/Montreal,1240,CA
1244alarush,1806121,ASSOCIATE,America/Moncton,1244,CA
kondraa1257,1499518,ASSOCIATE,America/Toronto,1257,CA
1274LOBSANG,1728890,ASSOCIATE,America/Toronto,1274,CA
1002TPolich,1496444,ASSOCIATE,America/Toronto,1308,CA
1359SMirza,1795658,REST_MGR,America/Toronto,1359,CA
1393Stotten,1409963,ASSOCIATE,America/Moncton,1393,CA
StaraMohammed,1037884,ASSOCIATE,America/Toronto,1427,CA
1444CMancini,277685,ASSISTANT_MGR,America/Toronto,1444,CA
1461NStanley,1759835,ASSOCIATE,America/Toronto,1461,CA
1474AGm,196986,ASSOCIATE,America/Toronto,1474,CA
1478AKhurana,1821476,ASSOCIATE,America/Toronto,1478,CA
4942cperras,14414,REST_MGR,America/Montreal,1491,CA
1508CForeman,1711048,ASSOCIATE,America/Vancouver,1508,CA
1525CTriplett,227342,SHIFT_LDR,America/Toronto,1525,CA
1542JodieM,1757527,ASSOCIATE,America/Toronto,1542,CA
1559SSmith,138421,ASSISTANT_MGR,America/Toronto,1559,CA
1576TGenaille,1786922,ASSOCIATE,America/Halifax,1576,CA
1593BT,203044,ASSOCIATE,America/Toronto,1593,CA
brittanywolodka,1769327,SHIFT_LDR,America/Halifax,1610,CA
1627DGodfrey,1247199,ASSOCIATE,America/Toronto,1627,CA
4158pharand,1804029,ASSOCIATE,America/Montreal,1678,CA
1708NVilleneuve,140083,SHIFT_LDR,America/Montreal,1708,CA
1712MSaini,1780953,ASSOCIATE,America/Toronto,1712,CA
VOcampo,1275701,ASSOCIATE,America/Toronto,1725,CA
0363LO'Keefe,1424751,ASSOCIATE,America/Halifax,1742,CA
1759as,1806439,ASSOCIATE,America/Toronto,1759,CA
1776PardeepK,1605084,ASSOCIATE,America/Vancouver,1776,CA
1793AndreaW,1781360,ASSOCIATE,America/Toronto,1793,CA
1810MWaller,1374562,SHIFT_LDR,America/Halifax,1810,CA
1861lucie.c,1742737,ASSOCIATE,America/Montreal,1861,CA
1895LO'Brien,1278726,ASSOCIATE,America/Toronto,1895,CA
1912MMacdonald,1811161,ASSOCIATE,America/Vancouver,1912,CA
JustinMunn,1311181,SHIFT_LDR,America/Moncton,1929,CA
1942MNelson,1795123,ASSOCIATE,America/Toronto,1942,CA
0001NHotton,205784,ASSOCIATE,America/Toronto,14,CA
1031AMatthews,1675231,ASSOCIATE,America/Toronto,31,CA
0032AProulx,157636,ASSOCIATE,America/Toronto,32,CA
049gabriel,1624126,ASSOCIATE,America/Edmonton,49,CA
0082dshort,118007,ASSOCIATE,America/Moncton,82,CA
WLaFramboise,1773128,ASSOCIATE,America/Toronto,96,CA
1076CCarpenter,216858,REST_MGR,America/Toronto,113,CA
0163erecoskie,1811676,ASSOCIATE,America/Toronto,163,CA
AmYoung,36818,REST_MGR,America/Toronto,164,CA
0231ggarima,1810571,ASSOCIATE,America/Toronto,231,CA
0249AGraham2,101442,MUM,America/Halifax,249,CA
leving,1572339,ASSOCIATE,America/Edmonton,282,CA
0659AOneill,1397560,SHIFT_LDR,America/Toronto,299,CA
1148RFayizi,1754879,ASSOCIATE,America/Toronto,346,CA
0363SValentine,1074678,ASSOCIATE,America/St_Johns,363,CA
0381maria,1802427,ASSOCIATE,America/Toronto,381,CA
0661GGauthier,228765,ASSOCIATE,America/Toronto,431,CA
sukhmanpreetkaur,1794200,ASSOCIATE,America/Edmonton,432,CA
0449VCao,1405065,ASSOCIATE,America/Toronto,449,CA
0482Hemang,1815600,ASSISTANT_MGR,America/Moncton,482,CA
0500FCleary,177079,ASSOCIATE,America/Montreal,500,CA
0513ATilagen,1806785,ASSOCIATE,America/Edmonton,513,CA
0517STEPHANIEHARVEY,1082657,ASSISTANT_MGR,America/Montreal,517,CA
0550tgermaine,1817548,ASSOCIATE,America/Moncton,550,CA
2070Brittany,1132552,ASSOCIATE,America/Edmonton,564,CA
0614AdrianR,1779254,ASSOCIATE,America/Toronto,614,CA
02615lmaranan,102817,REST_MGR,America/Toronto,631,CA
0632ThomasVD,1822614,ASSOCIATE,America/Halifax,632,CA
0649ACajucom,1074785,ASSOCIATE,America/Winnipeg,649,CA
Diego699,1808388,ASSOCIATE,America/Montreal,699,CA
0700KDenne,159771,SHIFT_LDR,America/Moncton,700,CA
0717LStewart,1774988,ASSOCIATE,America/Toronto,717,CA
1623ihilvano,1064773,ASSOCIATE,America/Toronto,750,CA
764Neeraj,1798310,ASSOCIATE,America/Halifax,764,CA
0781AHennessey,211389,ASSOCIATE,America/Moncton,781,CA
0014BBundas,1736154,ASSOCIATE,America/Toronto,814,CA
0863PSeculles,102734,REST_MGR,America/Vancouver,832,CA
northern.alberta,1630582,MUM,America/Edmonton,849,CA
899dmckinnon,1565378,SHIFT_LDR,America/Moncton,899,CA
0900LGaripy,215898,ASSOCIATE,America/Montreal,900,CA
917rsylvestre,1569423,ASSOCIATE,America/Montreal,917,CA
0950Mabansado,1803586,ASSOCIATE,America/Edmonton,950,CA
0967Malmodovar,1731293,ASSOCIATE,America/Regina,967,CA
0610AmandeepS,1813312,ASSOCIATE,America/Halifax,968,CA
crystal.haines,1729571,ASSOCIATE,America/Toronto,981,CA
1035cmartin,1416394,MUM,America/Toronto,1035,CA
southern.alberta,1630578,MUM,America/Edmonton,1049,CA
711GustavodelaLlave,1542392,REST_MGR,America/Vancouver,1082,CA
1100MEvangelista,1478878,ASSOCIATE,America/Edmonton,1100,CA
01218bal,1789225,ASSOCIATE,America/Winnipeg,1218,CA
marcellouellet,1246976,ASSISTANT_MGR,America/Montreal,1232,CA
raemonhenry,1810121,ASSOCIATE,America/Toronto,1235,CA
3194morgan,1468270,ASSOCIATE,America/Toronto,1282,CA
1300MMenchinton,1788179,ASSOCIATE,America/St_Johns,1300,CA
Boissinot,133898,REST_MGR,America/Montreal,1317,CA
CailliePilon,1733119,ASSOCIATE,America/Toronto,1350,CA
Denike1367,1501882,ASSOCIATE,America/Toronto,1367,CA
rleblanc1368,1797650,ASSOCIATE,America/Halifax,1368,CA
1385cathyalarie,1448559,ASSOCIATE,America/Montreal,1385,CA
1435SRix,1505642,ASSISTANT_MGR,America/Halifax,1435,CA
1436AnandJoshi,1743915,ASSOCIATE,America/Montreal,1436,CA
0231dvaghasiya,1591265,ASSOCIATE,America/Toronto,1486,CA
1499SBurgess,1822217,ASSOCIATE,America/Toronto,1499,CA
1503MNally,1479653,ASSOCIATE,America/Toronto,1503,CA
1789Vikas,1809477,ASSOCIATE,America/Toronto,1517,CA
1550mylenecruz,1511214,ASSOCIATE,America/Toronto,1550,CA
1567ASpencer,1787681,ASSOCIATE,America/Toronto,1567,CA
1568ADias,1658759,ASSOCIATE,America/Toronto,1568,CA
1585BKaur,1800955,ASSOCIATE,America/Toronto,1585,CA
1618ldelisle,1618482,ASSOCIATE,America/Montreal,1618,CA
1635MHouse,1816505,ASSOCIATE,America/Toronto,1635,CA
1636erikalee,1819116,ASSOCIATE,America/Montreal,1636,CA
1686RYanga,1784419,SHIFT_LDR,America/St_Johns,1686,CA
1700PJoshi,1746848,SHIFT_LDR,America/Toronto,1700,CA
Har1590,1764001,ASSOCIATE,America/Toronto,1703,CA
EWatson1717,1684244,ASSOCIATE,America/Halifax,1717,CA
KyleA,1812031,ASSOCIATE,America/Toronto,1750,CA
1767KHall,1756531,ASSOCIATE,America/Toronto,1767,CA
1768MQuirion,1806501,ASSOCIATE,America/Montreal,1768,CA
1785radomingo,1815457,ASSOCIATE,America/Edmonton,1785,CA
RachelT1818,1772109,ASSOCIATE,America/Toronto,1818,CA
1835Saiprasad,1777849,ASSOCIATE,America/Toronto,1835,CA
1836YRekha,1810749,ASSOCIATE,America/Toronto,1836,CA
1853YJouali,1796058,ASSOCIATE,America/Toronto,1853,CA
0004LEllis,182862,ASSOCIATE,America/Toronto,4,CA
0038Rishab,1822119,ASSOCIATE,America/Toronto,38,CA
kblanchfield1257,1059325,REST_MGR,America/Toronto,123,CA
0140EHassan,1768890,ASSOCIATE,America/St_Johns,140,CA
0157LaplanteSebastien,311643,REST_MGR,America/Montreal,157,CA
Dhyslop,1814648,ASSOCIATE,America/Moncton,174,CA
1042KBrindley,1212589,ASSOCIATE,America/Toronto,191,CA
0204BPapail,1802934,ASSOCIATE,America/Halifax,204,CA
1883SRyan,1148401,ASSOCIATE,America/Toronto,221,CA
0238KABBOUD,1764981,ASSOCIATE,America/Toronto,238,CA
pdupuis,1000011,MUM,America/Montreal,255,CA
289Daniel,1814858,ASSOCIATE,America/Moncton,289,CA
1864laura,1484620,ASSOCIATE,America/Toronto,323,CA
340carly,1742005,ASSOCIATE,America/Toronto,340,CA
daltonlink,1478066,ASSOCIATE,America/Toronto,357,CA
Mzaidi,1784352,ASSOCIATE,America/Toronto,374,CA
0391JCooley,192175,ASSOCIATE,America/Vancouver,391,CA
0425JGrier,1808368,ASSOCIATE,America/Vancouver,425,CA
0455jojo,1401121,ASSOCIATE,America/Moncton,455,CA
489sturcot,1801473,ASSOCIATE,America/Montreal,489,CA
0229soku,1383517,ASSOCIATE,America/Halifax,506,CA
01787kpatel,1713759,SHIFT_LDR,America/Winnipeg,523,CA
0540kvannatter,1322130,ASSOCIATE,America/Toronto,540,CA
0557SCookney,1783789,ASSOCIATE,America/Toronto,557,CA
574davidr,1470826,ASSOCIATE,America/Toronto,574,CA
608rebecca,1811121,ASSOCIATE,America/Halifax,608,CA
PARNIYAN4853,1308583,ASSOCIATE,America/Toronto,625,CA
0642CGallagher,1746904,ASSOCIATE,America/Halifax,642,CA
0659Dslocombe,1713037,ASSOCIATE,America/Toronto,659,CA
0689Mandeep,1730126,ASSOCIATE,America/Moncton,689,CA
0706Sgill,1751370,ASSOCIATE,America/Toronto,706,CA
0723DHorning,1745237,ASSOCIATE,America/Toronto,723,CA
0757amailloux,1789468,ASSOCIATE,America/Montreal,757,CA
0791SDavid,1763875,ASSOCIATE,America/Toronto,791,CA
0113ereid,1769747,ASSOCIATE,America/Toronto,842,CA
daviddorvilus,1686770,SHIFT_LDR,America/Montreal,859,CA
RFrowd,1817518,SHIFT_LDR,America/Toronto,876,CA
sabpeckovic,1733987,ASSOCIATE,America/Toronto,889,CA
0923hduque,1728493,SHIFT_LDR,America/Edmonton,923,CA
940Nengy,1815603,ASSOCIATE,America/Montreal,940,CA
1025NMaestre,1682588,ASSOCIATE,America/Montreal,1025,CA
1042AGibson,1774257,ASSOCIATE,America/Toronto,1042,CA
1076gurvinder,1779903,ASSOCIATE,America/Toronto,1076,CA
1140hanna,1779759,ASSOCIATE,America/Toronto,1140,CA
1174sseelye,1636996,ASSOCIATE,America/Moncton,1174,CA
1208dfair,1813812,ASSOCIATE,America/Moncton,1208,CA
1225awoolsey,1701437,ASSOCIATE,America/Toronto,1225,CA
1242mashoma,1807384,ASSOCIATE,America/Toronto,1242,CA
2727MBowers,1556025,ASSOCIATE,America/Toronto,1259,CA
1276ATyrrell,1803766,ASSOCIATE,America/Toronto,1276,CA
1293JRead,1534025,ASSISTANT_MGR,America/Toronto,1293,CA
kdove1310,1788966,ASSOCIATE,America/Toronto,1310,CA
1327jamiemelanson,1595672,ASSOCIATE,America/Moncton,1327,CA
SandyC,1794088,ASSOCIATE,America/Toronto,1344,CA
1357MPatel,1696066,ASSOCIATE,America/Toronto,1357,CA
devonbouillon,1758989,ASSOCIATE,America/Toronto,1361,CA
0550RJoncas,1637150,SHIFT_LDR,America/Moncton,1374,CA
1391DPatel,1752327,ASSOCIATE,America/Toronto,1391,CA
1387KMartin,1634970,ASSOCIATE,America/Toronto,1425,CA
1442CHawkins,1785708,ASSOCIATE,America/Vancouver,1442,CA
1459JBednar,1648031,ASSOCIATE,America/Vancouver,1459,CA
1999JJo,1766628,ASSOCIATE,America/Toronto,1476,CA
1493HSinnett,1587531,ASSOCIATE,America/Toronto,1493,CA
Mariempega,1808100,ASSOCIATE,America/Moncton,1510,CA
1527sarahb,1615336,ASSOCIATE,America/Montreal,1527,CA
101544cpatel,1795975,SHIFT_LDR,America/Edmonton,1544,CA
1561MBERNACHEZ,1713621,ASSOCIATE,America/Montreal,1561,CA
1591pjat,1761748,ASSOCIATE,America/Toronto,1591,CA
1595bibi,1727913,ASSOCIATE,America/Toronto,1595,CA
1608MQuimby,1813298,ASSOCIATE,America/Toronto,1608,CA
johns1625,1653729,ASSOCIATE,America/Vancouver,1625,CA
0324KMellow,1210510,SHIFT_LDR,America/Toronto,1642,CA
1659CMartin,1812132,ASSOCIATE,America/Moncton,1659,CA
1710mbone,1234099,ASSOCIATE,America/Toronto,1710,CA
1727GGrewal,1789780,ASSOCIATE,America/Vancouver,1727,CA
1208HGALLANT,1155663,ASSOCIATE,America/Moncton,1744,CA
1761TBrown,1801038,ASSOCIATE,America/Toronto,1761,CA
1778smackenzie,1475016,ASSOCIATE,America/Vancouver,1778,CA
1795hakhter,1771659,ASSOCIATE,America/Toronto,1795,CA
1486westm,1114898,SHIFT_LDR,America/Toronto,1812,CA
1825jaspreet,1804461,ASSOCIATE,America/Toronto,1825,CA
1829RSara,1292193,ASSOCIATE,America/Toronto,1829,CA
1842nic,1767000,ASSOCIATE,America/Toronto,1842,CA
1859MVanDiest,1478989,ASSOCIATE,America/Toronto,1859,CA
1876NADRICKA,1820241,ASSOCIATE,America/Toronto,1876,CA
Catherine1893,1212908,ASSOCIATE,America/Toronto,1893,CA
Mehdi1860,1711726,ASSOCIATE,America/Montreal,1860,CA
1879Irene,1772012,ASSOCIATE,America/Edmonton,1879,CA
1894Soltana,1705933,ASSOCIATE,America/Toronto,1894,CA
1873Bavan,1793102,ASSOCIATE,America/Toronto,1909,CA
RMatson,1599295,ASSOCIATE,America/Vancouver,1945,CA
3378SNimalaranjan,255473,SHIFT_LDR,America/Toronto,1960,CA
VJPatrick,1666355,ASSOCIATE,America/Toronto,1979,CA
0310KPhanenhour,1279365,ASSOCIATE,America/Toronto,1994,CA
