username,user_id,role_cd,time_zone,location_cd,country_cd
aaisola,1588547,CORP_FIN,America/Toronto,1,CA
jsiskroehle,1391726,CORP_FIN,America/Toronto,2,CA
jechen,1383905,CORP_FIN,America/Toronto,5,CA
lchavesMFP,1673957,MFP,America/Toronto,8,CA
jlines,1570535,MOS,America/Toronto,9,CA
lobrien,1371256,MFP,America/Toronto,12,CA
TDLD259,100016,MFP,America/Toronto,13,CA
anmolsingh,1569155,MOS,America/Toronto,23,CA
jcolville,1332807,MOS,America/Toronto,31,CA
SMcanulty,1535976,CORP,America/Toronto,32,CA
aimeuv,1247822,MFP,America/Toronto,35,CA
rtobin,1548788,MFP,America/Moncton,43,CA
d.varjacic,1719895,MFP,America/Toronto,46,CA
kfowler,1802967,MFP,America/Edmonton,49,CA
msabinski,1325293,MFP,America/Halifax,65,CA
ignatiuscheng,1561030,MOS,America/Vancouver,87,CA
TDLD110,109307,MRM,America/Toronto,112,CA
whuang,1541131,MOS,America/Vancouver,115,CA
jkopytko,318801,MRM,America/Winnipeg,118,CA
MRT0626,109325,CORP,America/Montreal,125,CA
MOST761,117637,MOS,America/Montreal,128,CA
TDLD147,107874,MFP,America/Toronto,129,CA
Ghardeep,1475830,CORP_FIN,America/Montreal,133,CA
sshukrun,1589497,MOS,America/Montreal,141,CA
adhamrait-GPS,1636266,CORP_FIN,America/Toronto,148,CA
DElsiblani,1244292,MFP,America/Toronto,151,CA
abgorial,100396,MFP,America/Toronto,164,CA
Fsalham,1600228,MFP,America/Edmonton,179,CA
i.touzzelti,1552475,CORP_FIN,America/Montreal,189,CA
TDLD184,105586,DIR_OPS,America/Montreal,218,CA
tatumgunn,1310819,CORP,America/Toronto,250,CA
jvopatMFP,1692508,MFP,America/Edmonton,283,CA
richardsun,1313109,MFP,America/Vancouver,322,CA
TDLD504,1102347,DIR_OPS,America/Halifax,351,CA
0518CMillson,194648,CORP,America/Toronto,518,CA
sgallant,1530577,MFP,America/Moncton,550,CA
0667BMacDonald,1118347,CORP,America/Halifax,667,CA
osoliman,1558228,MFP,America/Halifax,676,CA
rhamzo,1066450,MFP,America/Montreal,698,CA
0757ACampbell,1710314,CORP,America/Montreal,757,CA
sboileau,1568085,MFP,America/Halifax,766,CA
Cclarke2016,1505180,CORP_ADV,America/St_Johns,776,CA
a.choong,1821395,MFP,America/Toronto,930,CA
taylorj,1017546,CORP_ADV,America/Toronto,932,CA
apalanio,1519659,MOS,America/Toronto,979,CA
1074ADITYA,26379,CORP,America/Winnipeg,1074,CA
lqueenen,1633497,MOS,America/Toronto,1084,CA
miboutin,1558938,MFP,America/Montreal,1139,CA
Zawahiric,52623,CORP,America/Montreal,1200,CA
skandola,1484588,CORP,America/Vancouver,1224,CA
psantos,1541063,MOS,America/Toronto,1282,CA
TDLD264,1050443,MFP,America/Toronto,1298,CA
TDLD739,1261473,MOS,America/Vancouver,1305,CA
jcheeseman,1371522,DIR_OPS,America/Toronto,1404,CA
rpetrillo,100458,MRM,America/Toronto,1405,CA
benoitv,1531932,DIR_OPS,America/Toronto,1464,CA
E5000134,272499,CORP_FIN,America/Toronto,1507,CA
amberzhao,1592264,CORP_FIN,America/Toronto,1590,CA
gwilsonMFP,1702164,MFP,America/Vancouver,1681,CA
TDLD132,107906,MFP,America/Montreal,1707,CA
TDLD138,107943,MFP,America/Toronto,1712,CA
mehranMFP,1674700,MFP,America/Toronto,1740,CA
jghandhy01,1592520,MFP,America/Toronto,1769,CA
1796GGagne,294730,CORP,America/Toronto,1796,CA
TDLD180,100125,MRM,America/Vancouver,1803,CA
Mohammed111,1365670,MFP,America/Toronto,1894,CA
MOST591,1062168,CORP_ADV,America/Montreal,1974,CA
TDLD511,249613,MFP,America/Halifax,2135,CA
dgarbutt,1518264,CORP_FIN,America/Vancouver,2257,CA
s.jbaird,1759577,MFP,America/Edmonton,2258,CA
AnneFox,1075172,CORP,America/Toronto,2281,CA
MOST616,306711,MFP,America/Toronto,2368,CA
s.zamora,1132684,CORP,America/Toronto,2400,CA
TDLD137,107920,MFP,America/Vancouver,2426,CA
mmarquesAFL,1630875,DIR_OPS,America/Edmonton,2427,CA
TDLD756,1225519,MFP,America/Montreal,2469,CA
HWilson-AFL,1529985,DIR_OPS,America/Toronto,2580,CA
TDLD144,109359,MFP,America/Vancouver,2637,CA
spasha,1558323,DIR_OPS,America/Toronto,2711,CA
sdhalla,1517377,DIR_OPS,America/Toronto,2876,CA
TDLD684,129957,MFP,America/St_Johns,2905,CA
0250dtrigiani,1425791,MOS,America/Toronto,2912,CA
ymaharaj,1553953,MFP,America/Toronto,2945,CA
3005jmcdonald,316849,CORP,America/Montreal,3005,CA
jboily,1528594,MFP,America/Montreal,3039,CA
jmascarenhas,318894,CORP_FIN,America/Toronto,3060,CA
jakujuru,1558094,MFP,America/Edmonton,3100,CA
TDLD260,107887,MFP,America/Toronto,3116,CA
gashjMFP,1711307,MFP,America/Regina,3201,CA
3351Krystal,1641285,CORP_FIN,America/Vancouver,3351,CA
3077RCavanaugh,101254,MFP,America/Toronto,4033,CA
5055gems255,1168638,MOS,America/Winnipeg,4480,CA
m.chanel,1552474,MFP,America/Montreal,4736,CA
koberkirsch,1640644,MFP,America/Winnipeg,5055,CA
SGohier,1497465,MFP,America/Montreal,5221,CA
stpierre11,1615412,DIR_OPS,America/Edmonton,5224,CA
abhendeAFL,1682288,DIR_OPS,America/Regina,5225,CA
TDLD094,109298,MFP,America/Vancouver,5320,CA
cla1bou,1709132,CORP,America/Montreal,5415,CA
TDLD056,109274,MFP,America/Montreal,5772,CA
DHealy,1565509,MFP,America/Toronto,6591,CA
MOST659,53995,MFP,America/Toronto,6893,CA
gmuoio,1708813,CORP,America/Toronto,6904,CA
zpryzbek,1592235,MRM,America/Toronto,7280,CA
plandry,1525692,DIR_OPS,America/Montreal,7486,CA
TDLD745,1333796,MFP,America/Toronto,7525,CA
TDLD126,109320,CORP_FIN,America/Toronto,7654,CA
rwasakGPS,1603669,CORP_FIN,America/Yellowknife,7666,CA
sgeiger,1529607,DIR_OPS,America/New_York,10884,US
MarcyD10897,1079144,CORP,America/Detroit,10897,US
TDLD240,100214,MFP,America/Detroit,10987,US
fdesimone,1644369,MFP,America/New_York,10995,US
MOST6658,38039,MFP,America/Detroit,11247,US
kgreene,1541949,DIR_OPS,America/New_York,2541,US
stevewilliams,1543670,CORP,America/New_York,3000,US
110344XavierMallory,1130437,CORP,America/Detroit,3313,US
tfrancis1,1514016,CORP_FIN,America/New_York,4113,US
vsanchez,1723237,CORP,America/New_York,4165,US
MOST656,129973,MFP,America/New_York,4406,US
4573Hpeck,1193796,CORP,America/New_York,4573,US
MRT0630,109214,DIR_OPS,America/Detroit,4580,US
fathayde,1087373,COO,America/Detroit,5651,US
stevespellmbd,1421909,MFP,America/New_York,5672,US
PLattibeaudaire,1497455,MFP,America/Detroit,5682,US
cabrisqueta,1460155,CORP,America/Detroit,5698,US
shawnthompson,1433283,CORP,America/New_York,5707,US
QasimKSA,1200921,MFP,Asia/Manila,7808,PH
MBerreraGarza,1592408,CORP,America/Mexico_City,7834,MX
tgrandeMFP,1694243,MFP,America/New_York,9353,US
TDLD139,109215,MFP,America/Toronto,8116,CA
MOST653,37977,MFP,America/Toronto,8343,CA
alamba2,1578292,DIR_OPS,Asia/Manila,7818,PH
CarlosTAPP,1697062,CORP,America/Mexico_City,7835,MX
TDLD220,107918,MFP,America/New_York,6440,US
TDLD548,1171729,MFP,America/Montreal,7350,CA
1537MShoniker,1151032,MFP,America/Toronto,4501,CA
CLDD646,264285,MFP,America/Toronto,7604,CA
achan01,1664442,MOS,America/Edmonton,7545,CA
pnicholasMRT,1459609,MFT,America/Vancouver,8408,CA
TDLD228,107922,MFT,Asia/Dubai,7720,AE
100353TomBabic,1063816,MRM,America/Mexico_City,7852,MX
TDLD191,102256,MFP,America/Vancouver,8114,CA
TDLD169,100073,MFP,America/Regina,7644,CA
by@tims,1719879,CORP,Asia/Manila,7765,PH
TDLD244,101974,MFP,America/New_York,7960,US
TDLD529,1164778,MFP,America/Winnipeg,7553,CA
j.woodrow,1622125,DIR_OPS,America/Toronto,8580,CA
1380SArasaratnam1,211707,ASSOCIATE,America/Toronto,24,CA
0037Showick,1820333,ASSOCIATE,America/Toronto,37,CA
RMahar0277,207987,MUM,America/Halifax,71,CA
0073VThaker,1821709,ASSOCIATE,America/Toronto,73,CA
2583JSidhu,209803,ASSOCIATE,America/Winnipeg,122,CA
0124PKummund,1791880,ASSOCIATE,America/Edmonton,124,CA
0137LBranco,212911,ASSOCIATE,America/Toronto,137,CA
farouk0188,1782318,ASSOCIATE,America/Montreal,188,CA
0224parms,1278795,ASSOCIATE,America/Edmonton,224,CA
0271KEngel,1058312,ASSOCIATE,America/Toronto,271,CA
0273nickunj,1817161,ASSOCIATE,America/Moncton,273,CA
0288KLaChapelle,312643,SHIFT_LDR,America/Toronto,288,CA
0307PriyankaV,1696767,SHIFT_LDR,America/Toronto,307,CA
322ERobertson,1787599,ASSOCIATE,America/Vancouver,322,CA
0324JBurke,1687517,ASSOCIATE,America/Toronto,324,CA
0358Rowena,1761887,ASSOCIATE,America/Edmonton,358,CA
Russel,1678558,ASSOCIATE,America/Regina,388,CA
407vvarnika,1762006,ASSOCIATE,America/Vancouver,407,CA
422Petit,1754089,ASSOCIATE,America/Toronto,422,CA
neelam424,1784806,ASSOCIATE,America/Toronto,424,CA
0458CVidito,1155307,ASSOCIATE,America/Vancouver,458,CA
473Jorge,1819637,ASSOCIATE,America/Toronto,473,CA
2651AWaldron,1398877,ASSOCIATE,America/Halifax,488,CA
0507LHiscock,1770061,ASSOCIATE,America/St_Johns,507,CA
llizzotti,1149406,ASSOCIATE,America/Toronto,524,CA
558CBabalola,1814386,ASSOCIATE,America/Toronto,558,CA
0573ETinker,1699608,ASSOCIATE,America/Halifax,573,CA
0622ABeauchesne,1808000,ASSOCIATE,America/Toronto,622,CA
krista.brydges,1157630,ASSOCIATE,America/Montreal,624,CA
0237ksmith,1784215,SHIFT_LDR,America/Halifax,658,CA
673Angela,1584135,ASSOCIATE,America/Halifax,673,CA
1671NMolla,1233926,SHIFT_LDR,America/Toronto,707,CA
Romil25,1671967,ASSOCIATE,America/Toronto,709,CA
0722CFournier,1631627,ASSOCIATE,America/Toronto,722,CA
758joanne,1751581,ASSOCIATE,America/Moncton,758,CA
807Christian,1734563,ASSOCIATE,America/Toronto,807,CA
0809KDhillon,1758312,ASSOCIATE,America/Vancouver,809,CA
711Sprakash,1600284,REST_MGR,America/Vancouver,824,CA
843LCHUA,1242788,ASSOCIATE,America/Toronto,843,CA
0858APowers,1721419,ASSOCIATE,America/Regina,858,CA
0907roussinm,1222371,SHIFT_LDR,America/Montreal,907,CA
909Mandeep,1728398,ASSOCIATE,America/Toronto,909,CA
0924aasad,1517020,ASSOCIATE,America/Vancouver,924,CA
0958aurore,1592705,ASSOCIATE,America/Edmonton,958,CA
cmarshall1,1810890,ASSOCIATE,America/Toronto,960,CA
0973hsingh,1517850,ASSOCIATE,America/Edmonton,973,CA
1007asuerte,1582287,ASSOCIATE,America/Toronto,1007,CA
1043dakota,1738869,ASSOCIATE,America/Halifax,1043,CA
1058connor,1706591,ASSOCIATE,America/Toronto,1058,CA
1073mbautista2,1077674,SHIFT_LDR,America/Winnipeg,1073,CA
1107DWells,1821879,ASSOCIATE,America/Halifax,1107,CA
1429amahmood,1416460,MUM,America/Toronto,1109,CA
278ash,1633205,ASSOCIATE,America/Toronto,1124,CA
0533MBareng,1777971,ASSOCIATE,America/Edmonton,1143,CA
1158Vance,1745211,ASSOCIATE,America/Toronto,1158,CA
1160mbartlett,1745847,ASSOCIATE,America/Halifax,1160,CA
1207JLawrence,1470453,ASSOCIATE,America/Halifax,1207,CA
1209ZPratt,1734675,ASSOCIATE,America/Toronto,1209,CA
3351Ksanveer,1657841,ASSOCIATE,America/Vancouver,1224,CA
1258maninderk,1718917,ASSOCIATE,America/Vancouver,1258,CA
1260hkhk,1664998,ASSOCIATE,America/Toronto,1260,CA
1294michelle,1713733,ASSOCIATE,America/Moncton,1294,CA
4423aannan,1314014,SHIFT_LDR,America/Montreal,1309,CA
1394RBrar,1812376,ASSOCIATE,America/Vancouver,1394,CA
1409csdaikii,1276765,MUM,America/Montreal,1409,CA
1424JGoberdhan,1670036,ASSOCIATE,America/Toronto,1424,CA
1458Ramandeep,1724670,ASSOCIATE,America/Edmonton,1458,CA
0303Michaeln,1588557,ASSOCIATE,America/Halifax,1460,CA
1494epickles,1782696,ASSOCIATE,America/Toronto,1494,CA
1509jeanne,1596895,SHIFT_LDR,America/Toronto,1509,CA
1543Malikai,1770510,ASSOCIATE,America/Toronto,1543,CA
1558Areg,1721278,ASSOCIATE,America/Vancouver,1558,CA
1560JBrar,1795870,ASSOCIATE,America/Toronto,1560,CA
1594PGrewal,1752631,ASSOCIATE,America/Toronto,1594,CA
1643VBantug,1816956,ASSOCIATE,America/Edmonton,1643,CA
jennale,1760269,ASSOCIATE,America/Edmonton,1645,CA
1660GSingh,1767162,ASSOCIATE,America/Toronto,1660,CA
1694spilon,1713276,ASSOCIATE,America/Montreal,1694,CA
1709APrudenciado,1750872,ASSOCIATE,America/Toronto,1709,CA
0126ADeveau,1751913,ASSOCIATE,America/Halifax,1743,CA
0073AAoun,1815929,ASSOCIATE,America/Toronto,1745,CA
1760Cmangilin,1573617,ASSOCIATE,America/Edmonton,1760,CA
1794JBoparai,1754016,ASSOCIATE,America/Toronto,1794,CA
4864PPatel,1655083,ASSOCIATE,America/Toronto,1809,CA
1845SCormier,1777684,ASSOCIATE,America/Moncton,1845,CA
0002RCrook,102206,REST_MGR,America/Toronto,2,CA
0027TSingh,1821297,ASSOCIATE,America/Toronto,27,CA
0036SBlanchet,303166,ASSOCIATE,America/Toronto,36,CA
0066RCurrie,1778082,ASSOCIATE,America/Toronto,66,CA
0070dianawoo,6579,ASSOCIATE,America/Toronto,70,CA
blake95,1814114,ASSOCIATE,America/Toronto,95,CA
0125LMethot,135277,ASSOCIATE,America/Montreal,125,CA
aveen134,1736833,ASSOCIATE,America/Toronto,134,CA
0375RQureshi,225706,REST_MGR,America/Toronto,159,CA
LSalmon,1805648,ASSOCIATE,America/Toronto,193,CA
0236khale,1059803,ASSOCIATE,America/Toronto,236,CA
0261akaur,1816605,ASSOCIATE,America/Vancouver,261,CA
0633KDeschene,168844,REST_MGR,America/Toronto,270,CA
hkaur5029,1732323,ASSOCIATE,America/Edmonton,300,CA
0249MMcGregor,185554,ASSISTANT_MGR,America/Halifax,304,CA
325TBinji,1750240,ASSOCIATE,America/Toronto,325,CA
0334DEcabioc,1107156,ASSOCIATE,America/Toronto,334,CA
slourenco,1810898,ASSOCIATE,America/Toronto,359,CA
0461rmacneil,1252079,ASSOCIATE,America/Halifax,461,CA
gallard,1734898,ASSOCIATE,America/Montreal,470,CA
1619rwailan,1341707,SHIFT_LDR,America/Toronto,504,CA
0529DAmisha,1632375,ASSOCIATE,America/Toronto,529,CA
0126dmoore,1151324,SHIFT_LDR,America/Halifax,534,CA
0538NNakarani,1803423,SHIFT_LDR,America/Toronto,538,CA
2266WBlais,1234012,ASSISTANT_MGR,America/Montreal,563,CA
0568mla,1787676,ASSOCIATE,America/Toronto,568,CA
0593Jaspreet,1531090,SHIFT_LDR,America/Toronto,593,CA
Cbiron,1769946,ASSOCIATE,America/Montreal,602,CA
1379roshani,208696,REST_MGR,America/Toronto,627,CA
0661ASaini,1803935,ASSOCIATE,America/Toronto,661,CA
670mana,238206,ASSOCIATE,America/Toronto,670,CA
0704Amandeepkaur,1759160,ASSOCIATE,America/Vancouver,704,CA
0729RGibson,1217874,ASSOCIATE,America/Toronto,729,CA
0738joram,1754527,ASSOCIATE,America/Toronto,738,CA
0764SDenise-frasier,187303,ASSOCIATE,America/Halifax,763,CA
0768AMartin,1714105,SHIFT_LDR,America/Toronto,768,CA
1946LWatson,298578,SHIFT_LDR,America/Vancouver,793,CA
0797hshafiq,1627825,ASSOCIATE,America/Toronto,797,CA
0802agupta,1668880,MUM,America/Toronto,802,CA
0809rvirk,1564048,ASSOCIATE,America/Vancouver,827,CA
lagdaangel,1761471,ASSOCIATE,America/Toronto,836,CA
0861KCastro,1583454,ASSOCIATE,America/Toronto,861,CA
CSam870,1755494,ASSOCIATE,America/Halifax,870,CA
1465gail,6832,ASSOCIATE,America/Halifax,904,CA
0929asaad,51062,MUM,America/Toronto,929,CA
1894SueJ,1545142,ASSOCIATE,America/Toronto,938,CA
gracetinker,1746717,ASSOCIATE,America/Toronto,963,CA
0972etipu,1538774,MUM,America/Toronto,972,CA
0997BrentCasey,1601381,ASSOCIATE,America/Halifax,997,CA
1002HMarsh,1707312,ASSOCIATE,America/Toronto,1002,CA
angelicaF1070,1559028,ASSISTANT_MGR,America/Toronto,1070,CA
1095ROHA,1695727,ASSOCIATE,America/Vancouver,1095,CA
0137Kiara,1498981,ASSOCIATE,America/Toronto,1104,CA
1129ldesbiens,1735149,ASSOCIATE,America/Montreal,1129,CA
1138SGauvin,1724507,ASSOCIATE,America/Moncton,1138,CA
1172KTyo,1770460,ASSOCIATE,America/Toronto,1172,CA
CandaceMatheson,1661850,ASSOCIATE,America/Halifax,1197,CA
1206tina,1796388,ASSOCIATE,America/Toronto,1206,CA
1231DBuehler,1747877,ASSOCIATE,America/Toronto,1231,CA
1236KMacdonald,1689808,ASSOCIATE,America/Halifax,1236,CA
1565KPenner,1674687,ASSOCIATE,America/Toronto,1261,CA
1304Vanessa,1752522,ASSOCIATE,America/Toronto,1304,CA
1338MB4,1682110,ASSOCIATE,America/Montreal,1338,CA
1372Elfred,1725713,SHIFT_LDR,America/Regina,1372,CA
1397Aman,1757331,ASSOCIATE,America/Edmonton,1397,CA
1431SID,1735395,ASSOCIATE,America/Toronto,1431,CA
3602jsingh,1746893,ASSOCIATE,America/Toronto,1440,CA
1146NWilliams,1193975,ASSOCIATE,America/Halifax,1465,CA
1006SEdwards,127515,ASSOCIATE,America/Toronto,1470,CA
1495LBorycki,1027185,SHIFT_LDR,America/Toronto,1495,CA
1504Faith,1780031,ASSOCIATE,America/Toronto,1504,CA
0082yblanchard,131383,ASSOCIATE,America/Moncton,1538,CA
1563MPiche,1678861,ASSOCIATE,America/Toronto,1563,CA
1572jsantos,1517498,ASSOCIATE,America/Edmonton,1572,CA
01597ashin,1681099,ASSOCIATE,America/Toronto,1597,CA
1631MarieDenise,1712874,ASSOCIATE,America/Moncton,1631,CA
1640phendry,1502650,ASSOCIATE,America/St_Johns,1640,CA
1665husmani,1517857,ASSOCIATE,America/Edmonton,1665,CA
0941CTaylor,1569574,ASSOCIATE,America/Toronto,1674,CA
1741DNephin,1764289,ASSOCIATE,America/Toronto,1699,CA
1704jtaylor,1551243,ASSOCIATE,America/Toronto,1704,CA
1763KIRAN,1769319,ASSOCIATE,America/Toronto,1763,CA
1772hwhynot,1770336,ASSOCIATE,America/Halifax,1772,CA
Mahir1797,1816471,ASSOCIATE,America/Toronto,1797,CA
1806Isabella,1685003,ASSOCIATE,America/Toronto,1806,CA
1840RPATEL,1757379,ASSOCIATE,America/Toronto,1840,CA
0010NRahi,183843,ASSOCIATE,America/Toronto,10,CA
0035BC,1801658,ASSOCIATE,America/Toronto,35,CA
0053CZinck,159313,MUM,America/Halifax,53,CA
0142jv,1812665,ASSOCIATE,America/Toronto,142,CA
0160JFroats1,251713,ASSOCIATE,America/Toronto,160,CA
0228Martir,1822233,ASSOCIATE,America/Edmonton,228,CA
0235shanlon,1129171,REST_MGR,America/Halifax,235,CA
278jacenta,1795102,ASSOCIATE,America/Toronto,278,CA
0292LFigueiredo,152667,ASSOCIATE,America/Toronto,292,CA
0303Killam,1813631,ASSOCIATE,America/Halifax,303,CA
0317tmulcahy,1265338,ASSOCIATE,America/Halifax,317,CA
0342JRandall,1806943,ASSOCIATE,America/Toronto,342,CA
0367Maverion,1390546,ASSOCIATE,America/Edmonton,367,CA
385NBassi,1790818,ASSOCIATE,America/Toronto,385,CA
0410LSIGOUIN,160338,REST_MGR,America/Montreal,410,CA
0435mvandal,1753531,ASSOCIATE,America/Montreal,435,CA
0478SErrico,159861,ASSOCIATE,America/Toronto,478,CA
0496JONATHAN,1671358,ASSOCIATE,America/Montreal,496,CA
503MWay,1320129,ASSOCIATE,America/Toronto,503,CA
0546JGacutan,1806218,ASSOCIATE,America/Edmonton,546,CA
0571SGabr1,144708,MUM,America/Toronto,571,CA
0585ARenaud,1807355,ASSOCIATE,America/Toronto,585,CA
1306cdowney,241372,REST_MGR,America/Halifax,610,CA
shainamae,1694486,ASSOCIATE,America/Toronto,628,CA
0653SKohli,1222019,REST_MGR,America/Toronto,653,CA
1973Kalianna,1797359,ASSOCIATE,America/Toronto,678,CA
1025lnazari,1159725,ASSOCIATE,America/Montreal,703,CA
audeza100721,1780062,SHIFT_LDR,America/Vancouver,721,CA
J746Daniels,1405466,ASSOCIATE,America/Toronto,746,CA
785ORoque,1736569,ASSOCIATE,America/Montreal,785,CA
0420GDaniels,146653,REST_MGR,America/Halifax,835,CA
0853adore,1809939,ASSOCIATE,America/Halifax,853,CA
0396miriam,1249043,ASSOCIATE,America/Toronto,878,CA
0921SHurley,1785955,ASSOCIATE,America/St_Johns,921,CA
0946jabar,1517500,ASSOCIATE,America/Edmonton,946,CA
Reshma2268,1574877,ASSOCIATE,America/Toronto,971,CA
0989jaka,1818115,ASSOCIATE,America/Toronto,989,CA
SHabjan1320,1685084,ASSOCIATE,America/Toronto,1096,CA
1103HIppolito,1422394,SHIFT_LDR,America/Toronto,1103,CA
1121dave,1278850,ASSOCIATE,America/Moncton,1121,CA
1146MMcphee,1810656,ASSOCIATE,America/Halifax,1146,CA
1164JLebrasseur,1138460,REST_MGR,America/Montreal,1164,CA
1171PDaye,1773597,ASSOCIATE,America/Toronto,1171,CA
jaderoussel,1101748,ASSOCIATE,America/Montreal,1189,CA
1214ShaneR,1806828,ASSOCIATE,America/Toronto,1214,CA
1228JHenwood,27696,ASSOCIATE,America/Moncton,1228,CA
1253Rey,1784738,ASSOCIATE,America/Toronto,1253,CA
711hfong,1542437,REST_MGR,America/Vancouver,1296,CA
kellen1303,1507094,ASSOCIATE,America/Vancouver,1303,CA
1321EDITH,1781989,ASSOCIATE,America/Toronto,1321,CA
7694Mayank,1743064,MUM,America/Toronto,1371,CA
1389KHassan,1785727,ASSOCIATE,America/Toronto,1389,CA
cherylr,246155,ASSOCIATE,America/Whitehorse,1428,CA
5595KSANDHU,1720110,ASSOCIATE,America/Moncton,1432,CA
1439william,1279745,ASSOCIATE,America/Montreal,1439,CA
1496Azita,1801846,ASSOCIATE,America/Toronto,1496,CA
1461MHolod,1185317,ASSOCIATE,America/Toronto,1507,CA
1521Abdul,1808385,ASSOCIATE,America/Toronto,1521,CA
0824rmavi,1521085,ASSOCIATE,America/Vancouver,1546,CA
1564epedinelli,1480040,ASSOCIATE,America/Toronto,1564,CA
1571Dalvinder,1803487,ASSOCIATE,America/Toronto,1571,CA
0041eeisnor,1647768,ASSOCIATE,America/Halifax,1589,CA
1614RDequiros,1820341,ASSOCIATE,America/Winnipeg,1614,CA
1675Sukhman,1565331,ASSOCIATE,America/Toronto,1632,CA
1639Amrit,1818707,ASSOCIATE,America/Toronto,1639,CA
1657bondoc,1720806,ASSOCIATE,America/Montreal,1657,CA
1682IPurwal,1738841,ASSOCIATE,America/Vancouver,1682,CA
1696Liam,1652254,SHIFT_LDR,America/Toronto,1696,CA
1707jbrown,1778519,ASSOCIATE,America/Montreal,1707,CA
anastasio1721,1689306,ASSOCIATE,America/Montreal,1721,CA
vijayp,1800443,ASSOCIATE,America/Toronto,1746,CA
1764TCacilhas,1681350,SHIFT_LDR,America/Toronto,1764,CA
1771Jewel,1785700,ASSOCIATE,America/Toronto,1771,CA
MOONMOON2206,1654769,ASSOCIATE,America/Toronto,1789,CA
1814bcouture,1750808,ASSOCIATE,America/Montreal,1814,CA
1832sedona,1624280,ASSOCIATE,America/Toronto,1832,CA
1839Evan,1782924,ASSOCIATE,America/Toronto,1839,CA
0731KLavergne,1715486,ASSOCIATE,America/Toronto,1857,CA
1896HAREES,1753301,ASSOCIATE,America/Toronto,1896,CA
1900dpeters,1701938,ASSOCIATE,America/Toronto,1900,CA
1907bshahi,1821127,ASSOCIATE,America/Toronto,1907,CA
1921nharina,1798626,ASSOCIATE,America/Moncton,1921,CA
1925emangone,1806959,ASSOCIATE,America/Toronto,1925,CA
1857SRajakumar,1666233,ASSOCIATE,America/Toronto,1950,CA
1964PDhuhrhe,1796353,ASSOCIATE,America/Toronto,1964,CA
1975DDonovan,1634865,SHIFT_LDR,America/Vancouver,1975,CA
0005AManalo,219661,ASSOCIATE,America/Toronto,5,CA
0020Nishchay,1795135,ASSOCIATE,America/Toronto,20,CA
0039SDunnet,271035,ASSOCIATE,America/Toronto,39,CA
parmeetkaur,1802781,ASSOCIATE,America/Toronto,56,CA
0090LFanson,139558,ASSOCIATE,America/Toronto,90,CA
0105CFox,1752754,ASSOCIATE,America/Moncton,105,CA
0141Jferdous,279266,ASSOCIATE,America/Montreal,141,CA
154Ariane,1823168,ASSOCIATE,America/Montreal,154,CA
205Para,104486,MUM,America/Toronto,205,CA
0239keely,1795659,ASSOCIATE,America/Toronto,239,CA
0925SPaquette,158044,REST_MGR,America/Montreal,241,CA
cduguay1,1744735,ASSOCIATE,America/Montreal,254,CA
1537JRevell,1113820,ASSOCIATE,America/Toronto,290,CA
JSuratos,1759017,ASSOCIATE,America/Edmonton,305,CA
0339lpepin,1430063,ASSISTANT_MGR,America/Montreal,339,CA
0341makinwole,1733628,ASSOCIATE,America/Moncton,341,CA
0375MCastillo,1404257,ASSOCIATE,America/Toronto,375,CA
paigegood,1776726,ASSOCIATE,America/Toronto,390,CA
0405Lee,1455151,REST_MGR,America/Halifax,405,CA
marykennedy,1733825,ASSOCIATE,America/Toronto,439,CA
475sbrault,1475788,SHIFT_LDR,America/Montreal,475,CA
0490DamanjotG,1758526,ASSOCIATE,America/Edmonton,490,CA
0505ntremblay,1696143,ASSOCIATE,America/Montreal,505,CA
0541Pgurai,1756837,ASSOCIATE,America/Toronto,541,CA
0556TRasneet,1457969,ASSOCIATE,America/Toronto,556,CA
0575CMarsh1,1756923,ASSOCIATE,America/Halifax,575,CA
aidangray,1552866,ASSOCIATE,America/Toronto,590,CA
639Sanatg,1796808,ASSOCIATE,America/Moncton,639,CA
NAVID656,1580285,ASSOCIATE,America/Montreal,656,CA
0675mchan,1760646,ASSOCIATE,America/Toronto,675,CA
690Ellie,1392538,SHIFT_LDR,America/Montreal,690,CA
DMcIntosh,30140,REST_MGR,America/Toronto,692,CA
andrew0726,1478302,ASSOCIATE,America/Vancouver,726,CA
739AShaw,1820770,ASSOCIATE,America/Moncton,739,CA
0741NElliott,1697747,ASSOCIATE,America/Toronto,741,CA
0756RKaur,1819729,ASSOCIATE,America/Toronto,756,CA
0790gelkassis,1162366,MUM,America/Toronto,790,CA
792JSapno,1800401,ASSOCIATE,America/Toronto,792,CA
0826SDHINGRA,1517848,ASSOCIATE,America/Vancouver,826,CA
0856JLoken,1567332,SHIFT_LDR,America/Toronto,856,CA
1800Tharane,1726092,ASSOCIATE,America/Toronto,890,CA
Maria359,1600818,ASSOCIATE,America/Montreal,892,CA
jasminnmorier,1788865,ASSISTANT_MGR,America/Montreal,926,CA
941SSaini,1674014,SHIFT_LDR,America/Toronto,941,CA
0956JPatel2,1794042,ASSOCIATE,America/Halifax,956,CA
nanthini1,1515986,ASSOCIATE,America/Toronto,975,CA
0990hyassin,1517851,ASSOCIATE,America/Vancouver,990,CA
1026TPaquette,1580523,ASSOCIATE,America/Toronto,1026,CA
Sucheta,1774336,ASSOCIATE,America/Toronto,1041,CA
